Order Date,Product Name,Category,Region,Unit_cost,Quantity,cost,Sales,Profit
5/23/2014,Angle-D Ring Binders,Office Supplies,East,3,2,6,3,3
5/23/2014,Newell 317,Office Supplies,East,2,9,19,21,2
5/23/2014,Motorola L804,Technology,East,33,2,65,55,10
4/28/2016,Nortel Meridian M3904 Professional Digital phone,Technology,Central,109,3,328,370,42
4/28/2016,Avery 493,Office Supplies,Central,3,4,10,16,6
9/11/2016,Xerox 1972,Office Supplies,East,3,2,6,8,3
9/11/2016,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,East,99,9,887,729,158
11/14/2017,PureGear Roll-On Screen Protector,Technology,East,10,10,104,120,16
11/14/2017,Prestige Round Ring Binders,Office Supplies,East,3,2,6,4,3
8/18/2017,"DAX Metal Frame, Desktop, Stepped-Edge",Furniture,East,12,2,25,40,16
8/18/2017,"DAX Value U-Channel Document Frames, Easel Back",Furniture,East,3,2,7,10,3
8/18/2017,Recycled Easel Ring Binders,Office Supplies,East,8,9,74,107,34
8/18/2017,Grandstream GXP1160 VoIP phone,Technology,East,27,1,27,38,11
8/18/2017,"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,East,20,3,61,88,27
12/26/2014,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,Central,5,5,23,9,15
11/29/2015,"Global Manager's Adjustable Task Chair, Storm",Furniture,Central,107,2,214,302,88
11/29/2015,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Office Supplies,Central,75,5,376,555,179
11/29/2015,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Office Supplies,Central,98,4,393,523,131
11/29/2015,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Office Supplies,Central,13,9,115,162,47
9/15/2017,"Master Caster Door Stop, Brown",Furniture,East,3,7,23,36,12
5/19/2017,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,West,34,2,69,97,28
12/17/2017,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Office Supplies,West,2,5,10,15,5
12/17/2017,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Office Supplies,West,2,3,7,13,6
12/11/2016,Tennsco Regal Shelving Units,Office Supplies,West,98,3,295,243,52
12/11/2016,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Technology,West,18,5,90,120,30
12/11/2016,Jabra SPEAK 410,Technology,West,68,4,271,301,30
9/24/2017,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Technology,South,5,3,15,18,2
9/24/2017,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies,South,50,3,150,236,86
10/4/2015,Office Star - Mesh Screen back chair with Vinyl seat,Furniture,South,117,3,350,393,43
8/15/2016,Premium Transparent Presentation Covers by GBC,Office Supplies,West,11,3,33,19,14
8/15/2016,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,West,37,3,110,122,12
5/20/2016,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furniture,West,155,5,776,1049,273
5/20/2016,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,West,3,4,10,15,5
12/18/2016,Eldon 200 Class Desk Accessories,Furniture,Central,4,3,13,19,6
7/30/2017,Economy Rollaway Files,Office Supplies,West,122,2,244,330,86
7/30/2017,Avery 480,Office Supplies,West,2,7,14,26,13
6/10/2017,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Central,20,4,78,133,54
7/21/2017,Xerox 1993,Office Supplies,East,3,1,3,6,3
12/30/2017,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Office Supplies,Central,76,2,153,209,57
4/1/2016,Staples,Office Supplies,West,4,5,22,32,10
4/1/2016,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,West,14,2,27,30,3
12/11/2016,3M Hangers With Command Adhesive,Furniture,West,2,4,9,15,6
12/11/2016,AT&T TR1909W,Technology,West,93,3,280,302,23
12/11/2016,First Data FD10 PIN Pad,Technology,West,71,4,284,316,32
10/23/2016,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,East,20,10,201,379,178
6/19/2017,Xerox 1943,Office Supplies,East,26,2,52,98,46
6/19/2017,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Technology,East,12,8,93,103,10
8/22/2016,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Office Supplies,East,53,2,105,114,9
8/22/2016,Avery Durable Poly Binders,Office Supplies,East,3,2,6,3,3
8/22/2016,Airmail Envelopes,Office Supplies,East,44,2,89,134,45
9/19/2016,Global Troy Executive Leather Low-Back Tilter,Furniture,Central,376,2,751,701,50
9/19/2016,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,Central,3,2,6,2,3
8/24/2015,"Hot File 7-Pocket, Floor Stand",Office Supplies,Central,125,7,875,999,125
8/24/2015,Space Solutions Commercial Steel Shelving,Office Supplies,Central,61,14,860,724,136
8/24/2015,Hon Racetrack Conference Tables,Furniture,Central,207,5,1037,919,118
8/24/2015,"Avery Durable Plastic 1"" Binders",Office Supplies,Central,2,3,7,3,4
3/26/2016,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,East,88,5,442,460,18
11/4/2016,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,South,2,3,5,11,5
6/8/2017,Acme Tagit Stainless Steel Antibacterial Scissors,Office Supplies,Central,7,3,22,24,2
6/8/2017,Easy-staple paper,Office Supplies,Central,19,3,56,85,29
6/8/2017,ClearOne Communications CHAT 70 OC Speaker Phone,Technology,Central,118,3,353,382,29
12/24/2014,"Master Giant Foot Doorstop, Safety Yellow",Furniture,East,4,5,22,30,9
6/9/2017,12-1/2 Diameter Round Wall Clock,Furniture,Central,13,3,38,24,14
6/9/2017,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,Central,181,1,181,109,72
6/9/2017,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Office Supplies,Central,3,8,25,36,11
6/15/2017,Newell 331,Office Supplies,Central,4,5,18,20,2
12/5/2017,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,Central,15,3,45,61,17
12/5/2017,"Southworth 100% Résumé Paper, 24lb.",Office Supplies,Central,4,5,21,39,18
12/5/2017,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Central,20,3,59,99,41
3/18/2017,Hoover Portapower Portable Vacuum,Office Supplies,Central,3,3,10,3,7
3/18/2017,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Technology,Central,8,3,23,28,5
3/18/2017,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Furniture,Central,41,3,124,83,41
3/18/2017,Ibico Hi-Tech Manual Binding System,Office Supplies,Central,168,3,503,183,320
11/19/2016,Avery Hanging File Binders,Office Supplies,East,3,3,10,14,5
11/19/2016,Fellowes Neat Ideas Storage Cubes,Office Supplies,East,31,2,62,65,3
11/19/2016,Advantus Rolling Storage Box,Office Supplies,East,13,4,50,69,19
11/4/2017,Cubify CubeX 3D Printer Triple Head Print,Technology,South,2960,4,11840,8000,3840
11/4/2017,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Office Supplies,South,76,2,153,167,15
7/5/2014,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Technology,South,106,3,317,480,163
7/5/2014,Avery 516,Office Supplies,South,4,2,8,15,7
7/5/2014,Xerox 1995,Office Supplies,South,3,3,10,19,9
12/25/2017,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,East,94,2,187,192,5
6/21/2014,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furniture,South,89,1,89,104,15
6/21/2014,Konftel 250 Conference phone - Charcoal black,Technology,South,211,1,211,285,74
6/21/2014,Recycled Eldon Regeneration Jumbo File,Office Supplies,South,9,3,27,37,10
3/28/2015,Imation Bio 8GB USB Flash Drive Imation Corp,Technology,West,141,1,141,166,25
3/28/2015,Xerox 1977,Office Supplies,West,3,5,17,33,16
5/14/2015,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,East,23,8,181,198,17
5/14/2015,Avery 490,Office Supplies,East,7,4,30,47,18
5/14/2015,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,East,20,7,138,201,63
5/14/2015,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Office Supplies,East,16,4,66,98,32
5/14/2015,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Office Supplies,East,2,1,2,3,1
5/14/2015,GBC Linen Binding Covers,Office Supplies,East,16,2,32,19,14
5/14/2015,Wilson Jones Custom Binder Spines & Labels,Office Supplies,East,3,3,8,5,3
9/2/2017,"Eldon 200 Class Desk Accessories, Burgundy",Furniture,East,4,3,11,15,4
11/4/2016,"Tenex ""The Solids"" Textured Chair Mats",Furniture,West,58,3,174,210,36
4/9/2015,Laminate Occasional Tables,Furniture,West,128,3,384,370,14
9/12/2014,Xerox 220,Office Supplies,South,3,2,7,10,4
9/12/2014,Fellowes 8 Outlet Superior Workstation Surge Protector,Office Supplies,South,30,5,148,167,19
9/12/2014,SanDisk Cruzer 32 GB USB Flash Drive,Technology,South,13,1,13,15,2
12/2/2014,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,East,17,4,67,120,53
12/2/2014,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,East,199,5,994,884,110
12/2/2014,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,East,4,8,31,47,16
4/5/2014,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,East,29,1,29,55,27
9/3/2017,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Office Supplies,South,4,4,16,24,9
5/19/2017,Bionaire Personal Warm Mist Humidifier/Vaporizer,Office Supplies,East,29,6,172,281,110
5/19/2017,Nortel Meridian M3904 Professional Digital phone,Technology,East,109,2,219,308,89
5/19/2017,Logitech Wireless Performance Mouse MX for PC and Mac,Technology,East,62,3,186,300,114
7/1/2014,Cardinal Holdit Business Card Pockets,Office Supplies,West,3,5,13,20,7
1/11/2014,"DAX Value U-Channel Document Frames, Easel Back",Furniture,East,3,2,7,10,3
9/24/2017,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,East,26,3,79,103,24
6/2/2014,GBC Standard Therm-A-Bind Covers,Office Supplies,West,13,3,40,60,19
6/2/2014,Aluminum Document Frame,Furniture,West,9,6,51,73,22
2/13/2016,Tops Green Bar Computer Printout Paper,Office Supplies,West,24,3,73,147,73
12/15/2016,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,Central,474,3,1422,1653,231
12/15/2016,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Office Supplies,Central,72,3,216,296,80
10/7/2014,"Seth Thomas 16"" Steel Case Clock",Furniture,East,22,5,109,130,21
7/7/2016,Acme Softgrip Scissors,Office Supplies,South,6,7,40,46,5
9/16/2017,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Office Supplies,Central,6,2,11,18,6
9/16/2017,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Technology,Central,50,1,50,56,6
12/3/2016,Xerox 1964,Office Supplies,East,12,8,99,183,84
12/3/2016,"Bevis Traditional Conference Table Top, Plinth Base",Furniture,East,277,2,553,400,153
12/3/2016,"Personal Folder Holder, Ebony",Office Supplies,East,8,3,24,34,10
12/3/2016,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,East,147,3,440,543,102
12/3/2016,Avery 520,Office Supplies,East,2,2,3,6,3
1/21/2017,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,West,78,3,233,243,10
1/21/2017,Logitech Illuminated - Keyboard,Technology,West,31,3,94,180,86
1/21/2017,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,West,11,6,66,100,34
1/21/2017,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,West,5,4,19,28,9
1/21/2017,O'Sullivan Cherrywood Estates Traditional Bookcase,Furniture,West,66,1,66,85,19
1/21/2017,Acco Translucent Poly Ring Binders,Office Supplies,West,2,5,12,19,7
9/8/2014,Logitech Wireless Touch Keyboard K400,Technology,West,21,2,41,50,8
1/4/2014,Avery 508,Office Supplies,Central,3,3,8,12,4
1/4/2014,SAFCO Boltless Steel Shelving,Office Supplies,Central,113,3,338,273,65
1/4/2014,GBC Standard Plastic Binding Systems Combs,Office Supplies,Central,5,2,9,4,5
8/27/2016,Martin-Yale Premier Letter Opener,Office Supplies,Central,12,5,62,52,11
8/27/2016,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Office Supplies,Central,2,1,2,4,1
8/27/2016,Xerox 196,Office Supplies,Central,3,1,3,5,2
8/27/2016,"Fiskars 8"" Scissors, 2/Pack",Office Supplies,Central,12,4,49,55,6
5/27/2014,KI Conference Tables,Furniture,West,60,10,595,567,28
5/27/2014,Fellowes Officeware Wire Shelving,Office Supplies,West,88,4,352,359,7
3/20/2016,Belkin iPhone and iPad Lightning Cable,Technology,Central,11,1,11,12,1
10/2/2017,GBC Durable Plastic Covers,Office Supplies,Central,10,3,31,58,27
10/2/2017,Nu-Dell Leatherette Frames,Furniture,Central,9,11,101,158,57
10/2/2017,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Central,5,7,34,57,23
10/2/2017,Avery Durable Binders,Office Supplies,Central,1,1,1,3,1
4/7/2016,Hewlett Packard 610 Color Digital Copier / Printer,Technology,West,275,3,825,1200,375
12/7/2015,12-1/2 Diameter Round Wall Clock,Furniture,West,13,4,51,80,29
9/18/2016,Chromcraft Round Conference Tables,Furniture,South,138,4,551,383,167
12/29/2014,Recycled Eldon Regeneration Jumbo File,Office Supplies,Central,9,2,18,25,7
12/29/2014,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Technology,Central,18,4,72,120,48
7/23/2017,Angle-D Ring Binders,Office Supplies,East,3,3,9,13,4
9/18/2017,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Office Supplies,Central,3,4,12,23,10
8/31/2015,Xerox 226,Office Supplies,West,3,9,30,58,28
11/3/2017,Avery 476,Office Supplies,South,2,3,7,12,6
2/8/2015,JBL Micro Wireless Portable Bluetooth Speaker,Technology,East,45,3,135,108,27
1/13/2014,Staple envelope,Office Supplies,South,3,2,6,11,5
1/13/2014,Brown Kraft Recycled Envelopes,Office Supplies,South,8,3,25,51,25
1/13/2014,Plantronics S12 Corded Telephone Headset System,Technology,South,65,6,388,647,259
1/13/2014,3-ring staple pack,Office Supplies,South,1,3,3,6,3
1/13/2014,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,South,90,6,538,573,34
5/14/2014,Electrix Halogen Magnifier Lamp,Furniture,South,144,2,288,311,23
5/19/2016,Hon 4070 Series Pagoda Round Back Stacking Chairs,Furniture,South,231,2,462,642,180
1/30/2017,Cardinal EasyOpen D-Ring Binders,Office Supplies,Central,5,2,9,18,9
1/30/2017,AT&T 841000 Phone,Technology,Central,52,3,155,207,52
1/30/2017,GBC Instant Report Kit,Office Supplies,Central,3,5,16,32,16
1/30/2017,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Central,4,1,4,8,3
1/30/2017,Boston 19500 Mighty Mite Electric Pencil Sharpener,Office Supplies,Central,15,2,29,40,11
1/30/2017,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,Central,3,7,20,35,15
6/29/2014,"Dixon My First Ticonderoga Pencil, #2",Office Supplies,East,4,7,29,33,4
8/21/2015,Hon GuestStacker Chair,Furniture,West,168,3,503,544,41
8/21/2015,Xerox 191,Office Supplies,West,11,3,32,60,28
8/21/2015,Xerox 1974,Office Supplies,West,3,4,12,24,12
8/21/2015,Xerox 1927,Office Supplies,West,2,1,2,4,2
10/3/2015,Acco D-Ring Binder w/DublLock,Office Supplies,East,11,5,55,32,22
10/3/2015,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Technology,East,13,2,27,24,3
10/3/2015,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,East,51,1,51,35,16
10/3/2015,Microsoft Natural Ergonomic Keyboard 4000,Technology,East,24,2,47,48,1
5/23/2015,Cameo Buff Policy Envelopes,Office Supplies,South,33,3,99,187,88
3/17/2017,Heavy-Duty E-Z-D Binders,Office Supplies,West,6,2,12,17,6
12/12/2015,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,West,157,2,314,349,35
6/26/2015,GBC VeloBinder Manual Binding System,Office Supplies,South,19,4,75,144,69
6/26/2015,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,South,11,1,11,15,4
6/26/2015,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Office Supplies,South,3,8,22,43,21
6/26/2015,Office Star - Contemporary Task Swivel Chair,Furniture,South,84,3,253,333,80
5/20/2016,Cisco Unified IP Phone 7945G VoIP phone,Technology,South,256,5,1279,1364,85
9/20/2014,Avery 499,Office Supplies,West,3,2,5,10,5
9/20/2014,"Wirebound Message Book, 4 per Page",Office Supplies,West,3,4,11,22,11
9/21/2017,Avery Durable Binders,Office Supplies,Central,1,7,10,20,10
12/24/2015,Xerox 1887,Office Supplies,East,10,7,69,133,64
12/24/2015,Xerox 1967,Office Supplies,East,3,2,7,13,6
12/24/2015,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Office Supplies,East,2,7,11,22,10
11/27/2015,"Situations Contoured Folding Chairs, 4/Set",Furniture,West,53,5,266,284,18
2/20/2017,"Executive Impressions 14"" Contract Wall Clock",Furniture,West,15,1,15,22,7
2/20/2017,Logitech Mobile Speakerphone P710e - speaker phone,Technology,West,99,2,197,216,19
8/18/2016,Belkin 7 Outlet SurgeMaster II,Office Supplies,East,28,9,256,355,99
3/12/2016,Xerox 218,Office Supplies,South,3,2,7,13,6
4/22/2017,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,West,6,2,12,18,6
11/1/2014,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,West,13,3,39,43,4
11/1/2014,ClearOne CHATAttach 160 - speaker phone,Technology,West,434,4,1736,1984,248
2/3/2015,Coloredge Poster Frame,Furniture,Central,9,2,17,28,11
2/3/2015,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,Technology,Central,33,3,99,150,51
10/13/2014,Newell 32,Office Supplies,West,2,4,8,12,3
10/13/2014,"Bevis Round Bullnose 29"" High Table Top",Furniture,West,197,5,987,1299,312
10/13/2014,Belkin F9G930V10-GRY 9 Outlet Surge,Office Supplies,West,38,4,152,214,62
10/13/2014,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Technology,West,12,2,23,26,3
5/14/2017,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,West,6,2,12,18,6
5/14/2017,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Technology,West,114,7,798,1400,602
3/20/2015,Xerox 205,Office Supplies,Central,3,8,27,52,25
9/15/2016,Xerox 1968,Office Supplies,East,3,1,3,5,2
6/28/2014,Xerox 1995,Office Supplies,East,3,8,27,41,15
6/28/2014,Self-Adhesive Ring Binder Labels,Office Supplies,East,2,3,6,3,2
6/28/2014,Global Leather Executive Chair,Furniture,East,246,5,1228,1228,0
6/28/2014,GBC Recycled Grain Textured Covers,Office Supplies,East,18,3,54,31,23
6/28/2014,Xerox 1941,Office Supplies,East,55,4,218,336,117
6/20/2017,Razer Kraken PRO Over Ear PC and Music Headset,Technology,East,56,3,168,240,72
6/20/2017,Avery 508,Office Supplies,East,3,2,5,10,5
5/9/2014,Kingston Digital DataTraveler 32GB USB 2.0,Technology,West,16,4,64,68,4
5/9/2014,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,West,43,3,128,168,40
8/21/2017,Advantus Plastic Paper Clips,Office Supplies,Central,3,7,18,35,17
8/21/2017,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,Central,7,4,26,37,11
8/21/2017,Security-Tint Envelopes,Office Supplies,Central,4,2,8,15,7
6/16/2017,"Global Airflow Leather Mesh Back Chair, Black",Furniture,South,106,2,211,302,91
6/16/2017,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Office Supplies,South,43,3,130,181,51
6/16/2017,Pyle PMP37LED,Technology,South,70,2,140,192,52
6/16/2017,Clarity 53712,Technology,South,49,1,49,66,17
7/23/2016,Boston 16801 Nautilus Battery Pencil Sharpener,Office Supplies,South,16,2,33,35,3
7/23/2016,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,South,9,2,17,24,7
7/23/2016,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Technology,South,377,1,377,265,111
9/8/2014,GBC ProClick Punch Binding System,Office Supplies,Central,33,4,131,51,79
11/4/2017,"Adams Telephone Message Books, 5 1/4” x 11”",Office Supplies,South,3,2,6,10,3
3/7/2016,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Technology,Central,6,3,19,21,2
11/20/2015,Boston 19500 Mighty Mite Electric Pencil Sharpener,Office Supplies,East,15,3,44,60,16
11/20/2015,Newell 335,Office Supplies,East,2,4,8,12,3
11/20/2015,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,East,44,4,177,186,9
11/7/2016,Fellowes Binding Cases,Office Supplies,West,6,4,26,37,12
11/7/2016,Ibico Plastic and Wire Spiral Binding Combs,Office Supplies,West,5,4,18,27,9
11/7/2016,Acme Preferred Stainless Steel Scissors,Office Supplies,West,4,2,8,11,3
11/7/2016,Avery 486,Office Supplies,West,4,2,8,15,7
10/13/2015,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,South,9,7,60,84,23
10/13/2015,Global Deluxe Office Fabric Chairs,Furniture,South,70,3,210,288,78
1/1/2017,"Linden 10"" Round Wall Clock, Black",Furniture,East,10,4,40,49,9
2/7/2014,Maxell DVD-RAM Discs,Technology,East,9,7,66,115,50
6/20/2016,DIXON Oriole Pencils,Office Supplies,West,2,2,4,5,1
6/20/2016,Xerox 202,Office Supplies,West,3,6,20,39,19
5/28/2016,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,South,23,6,136,186,50
2/19/2016,"Executive Impressions 14"" Contract Wall Clock",Furniture,East,15,2,30,44,15
2/19/2016,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,East,78,3,233,243,10
8/3/2014,Xerox 1884,Office Supplies,East,11,2,21,40,19
8/3/2014,Acme Box Cutter Scissors,Office Supplies,East,8,10,76,102,27
8/3/2014,Staple magnet,Office Supplies,East,8,2,16,21,6
4/10/2017,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Office Supplies,East,4,1,4,8,4
4/10/2017,OIC Binder Clips,Office Supplies,East,2,2,4,7,4
6/9/2014,Staple remover,Office Supplies,West,4,2,7,7,0
6/9/2014,Deluxe Chalkboard Eraser Cleaner,Office Supplies,West,6,2,12,23,11
1/5/2016,Logitech MX Performance Wireless Mouse,Technology,South,25,6,151,191,41
1/5/2016,Newell 337,Office Supplies,South,2,2,5,5,1
1/5/2016,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,South,27,2,54,59,5
1/10/2014,Avery 482,Office Supplies,South,2,1,2,3,1
1/10/2014,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,South,31,1,31,52,21
9/29/2016,Avery 483,Office Supplies,East,3,4,11,16,5
4/6/2014,Large Capacity Hanging Post Binders,Office Supplies,East,13,6,81,45,36
9/3/2016,GBC Ibimaster 500 Manual ProClick Binding System,Office Supplies,East,380,5,1902,1141,761
9/3/2016,Cisco SPA301,Technology,East,109,3,328,281,47
10/19/2015,Southworth 100% Cotton The Best Paper,Office Supplies,East,6,3,17,34,17
12/10/2014,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Office Supplies,East,3,2,6,11,5
12/10/2014,Poly Designer Cover & Back,Office Supplies,East,10,7,69,106,37
8/25/2017,Xerox 1910,Office Supplies,South,25,5,125,192,67
1/17/2016,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture,East,86,3,258,323,65
1/17/2016,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,East,17,1,17,30,13
1/17/2016,Logitech G19 Programmable Gaming Keyboard,Technology,East,102,3,305,372,67
9/17/2014,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,East,3,4,10,6,4
11/30/2017,Lock-Up Easel 'Spel-Binder',Office Supplies,East,15,3,45,68,23
11/30/2017,SAFCO Arco Folding Chair,Furniture,East,196,5,981,1243,262
10/9/2015,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,South,11,2,23,31,8
12/23/2017,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Office Supplies,West,2,4,8,13,6
10/22/2016,Eldon 200 Class Desk Accessories,Furniture,Central,4,5,21,31,10
4/29/2014,Dax Clear Box Frame,Furniture,East,6,2,12,17,6
4/25/2015,Fellowes Black Plastic Comb Bindings,Office Supplies,West,3,3,9,14,5
6/26/2017,Eldon Shelf Savers Cubes and Bins,Office Supplies,West,7,12,82,84,2
10/14/2017,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Office Supplies,East,3,7,19,38,18
12/9/2014,Xerox 1987,Office Supplies,West,3,6,18,35,17
6/20/2017,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,Technology,East,27,5,135,150,15
6/20/2017,Acco D-Ring Binder w/DublLock,Office Supplies,East,11,3,33,51,19
6/26/2017,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Office Supplies,Central,2,1,2,5,2
6/26/2017,Fluorescent Highlighters by Dixon,Office Supplies,Central,3,4,11,16,5
6/26/2017,Nortel Networks T7316 E Nt8 B27,Technology,Central,51,8,408,544,136
11/10/2016,File Shuttle I and Handi-File,Office Supplies,West,16,7,114,156,42
11/10/2016,Binding Machine Supplies,Office Supplies,West,15,3,46,70,25
10/3/2016,Staple envelope,Office Supplies,Central,5,2,11,16,5
9/9/2014,Alphabetical Labels for Top Tab Filing,Office Supplies,Central,7,7,52,104,52
10/29/2017,Things To Do Today Pad,Office Supplies,East,3,8,24,47,23
4/10/2016,Wilson Jones Hanging Recycled Pressboard Data Binders,Office Supplies,East,8,2,15,9,7
11/11/2017,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,Central,1,5,7,10,3
11/11/2017,Deluxe Heavy-Duty Vinyl Round Ring Binder,Office Supplies,Central,13,4,50,18,32
9/15/2017,Avaya 5420 Digital phone,Technology,Central,101,3,304,324,20
4/8/2016,Xerox 1923,Office Supplies,West,3,3,10,20,10
4/8/2016,Fellowes Neat Ideas Storage Cubes,Office Supplies,West,31,2,62,65,3
4/8/2016,Xerox 1931,Office Supplies,West,3,2,7,13,6
12/30/2017,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,East,78,4,311,323,12
12/30/2017,Gear Head AU3700S Headset,Technology,East,13,7,88,91,3
